Date;VIX_EU
2004-12-30;140.727
2005-01-03;144.655
2005-01-04;145.103
2005-01-05;144.159
2005-01-06;138.016
2005-01-07;135.709
2005-01-10;129.192
2005-01-11;136.763
2005-01-12;140.453
2005-01-13;136.395
2005-01-14;135.706
2005-01-17;132.047
2005-01-18;131.668
2005-01-19;136.336
2005-01-20;14.174
2005-01-21;139.613
2005-01-24;141.144
2005-01-25;13.628
2005-01-26;13.324
2005-01-27;12.462
2005-01-28;12.805
2005-01-31;127.246
2005-02-01;123.571
2005-02-02;122.505
2005-02-03;123.844
2005-02-04;115.966
2005-02-07;119.934
2005-02-08;119.216
2005-02-09;121.924
2005-02-10;12.037
2005-02-11;119.887
2005-02-14;125.182
2005-02-15;123.504
2005-02-16;136.633
2005-02-17;135.715
2005-02-18;130.145
2005-02-21;132.379
2005-02-22;134.859
2005-02-23;13.991
2005-02-24;131.899
2005-02-25;122.107
2005-02-28;128.907
2005-03-01;123.502
2005-03-02;128.591
2005-03-03;125.722
2005-03-04;11.931
2005-03-07;117.178
2005-03-08;12.002
2005-03-09;125.319
2005-03-10;13.473
2005-03-11;129.566
2005-03-14;133.498
2005-03-15;124.946
2005-03-16;145.708
2005-03-17;134.593
2005-03-18;128.339
2005-03-21;133.898
2005-03-22;133.552
2005-03-23;134.667
2005-03-24;124.834
2005-03-25;124.834
2005-03-29;130.552
2005-03-30;132.652
2005-03-31;13.238
2005-04-01;126.127
2005-04-04;136.745
2005-04-05;127.173
2005-04-06;122.878
2005-04-07;118.626
2005-04-08;117.944
2005-04-11;120.184
2005-04-12;124.748
2005-04-13;122.069
2005-04-14;12.242
2005-04-15;153.909
2005-04-18;183.103
2005-04-19;171.785
2005-04-20;173.837
2005-04-21;167.983
2005-04-22;152.649
2005-04-25;151.246
2005-04-26;150.498
2005-04-27;165.913
2005-04-28;165.344
2005-04-29;16.792
2005-05-02;159.563
2005-05-03;15.148
2005-05-04;143.329
2005-05-05;135.342
2005-05-06;133.008
2005-05-09;142.322
2005-05-10;152.831
2005-05-11;156.572
2005-05-12;148.536
2005-05-13;150.693
2005-05-16;155.249
2005-05-17;156.896
2005-05-18;140.947
2005-05-19;137.944
2005-05-20;135.132
2005-05-23;132.149
2005-05-24;13.386
2005-05-25;134.681
2005-05-26;127.135
2005-05-27;129.451
2005-05-30;128.239
2005-05-31;135.138
2005-06-01;129.959
2005-06-02;128.725
2005-06-03;129.397
2005-06-06;133.629
2005-06-07;126.671
2005-06-08;129.902
2005-06-09;13.22
2005-06-10;127.016
2005-06-13;127.563
2005-06-14;123.775
2005-06-15;134.793
2005-06-16;130.157
2005-06-17;125.633
2005-06-20;129.133
2005-06-21;124.507
2005-06-22;123.862
2005-06-23;119.247
2005-06-24;125.237
2005-06-27;133.037
2005-06-28;126.795
2005-06-29;122.629
2005-06-30;123.777
2005-07-01;119.381
2005-07-04;120.091
2005-07-05;125.991
2005-07-06;122.459
2005-07-07;157.155
2005-07-08;129.572
2005-07-11;131.677
2005-07-12;138.737
2005-07-13;131.659
2005-07-14;129.773
2005-07-15;127.737
2005-07-18;126.721
2005-07-19;12.498
2005-07-20;130.295
2005-07-21;137.472
2005-07-22;13.65
2005-07-25;141.148
2005-07-26;133.918
2005-07-27;128.418
2005-07-28;129.713
2005-07-29;132.763
2005-08-01;135.152
2005-08-02;12.809
2005-08-03;133.723
2005-08-04;141.573
2005-08-05;149.563
2005-08-08;152.119
2005-08-09;144.624
2005-08-10;139.786
2005-08-11;147.486
2005-08-12;149.645
2005-08-15;153.025
2005-08-16;156.063
2005-08-17;159.175
2005-08-18;157.719
2005-08-19;147.124
2005-08-22;147.976
2005-08-23;153.299
2005-08-24;153.001
2005-08-25;158.729
2005-08-26;167.371
2005-08-29;166.678
2005-08-30;159.397
2005-08-31;151.539
2005-09-01;147.469
2005-09-02;15.023
2005-09-05;146.156
2005-09-06;14.289
2005-09-07;142.198
2005-09-08;141.908
2005-09-09;140.772
2005-09-12;147.351
2005-09-13;157.792
2005-09-14;153.469
2005-09-15;153.107
2005-09-16;154.826
2005-09-19;147.522
2005-09-20;146.666
2005-09-21;156.703
2005-09-22;156.048
2005-09-23;148.485
2005-09-26;144.536
2005-09-27;147.934
2005-09-28;146.788
2005-09-29;152.485
2005-09-30;145.562
2005-10-03;145.633
2005-10-04;149.727
2005-10-05;158.574
2005-10-06;164.451
2005-10-07;164.641
2005-10-10;166.092
2005-10-11;164.709
2005-10-12;170.988
2005-10-13;177.423
2005-10-14;166.343
2005-10-17;165.186
2005-10-18;165.209
2005-10-19;187.418
2005-10-20;18.545
2005-10-21;183.237
2005-10-24;171.387
2005-10-25;172.463
2005-10-26;16.471
2005-10-27;176.939
2005-10-28;178.759
2005-10-31;174.308
2005-11-01;175.434
2005-11-02;169.304
2005-11-03;15.84
2005-11-04;155.152
2005-11-07;160.806
2005-11-08;15.865
2005-11-09;150.848
2005-11-10;14.849
2005-11-11;143.744
2005-11-14;146.517
2005-11-15;153.937
2005-11-16;150.447
2005-11-17;148.319
2005-11-18;147.475
2005-11-21;138.128
2005-11-22;135.828
2005-11-23;131.907
2005-11-24;132.397
2005-11-25;133.416
2005-11-28;138.849
2005-11-29;14.036
2005-11-30;139.602
2005-12-01;129.933
2005-12-02;129.378
2005-12-05;137.529
2005-12-06;134.236
2005-12-07;138.452
2005-12-08;135.905
2005-12-09;131.098
2005-12-12;132.823
2005-12-13;13.102
2005-12-14;135.334
2005-12-15;134.201
2005-12-16;123.556
2005-12-19;125.818
2005-12-20;124.045
2005-12-21;124.621
2005-12-22;124.678
2005-12-23;120.709
2005-12-27;126.053
2005-12-28;131.741
2005-12-29;13.334
2005-12-30;14.477
2006-01-02;143.599
2006-01-03;143.069
2006-01-04;139.452
2006-01-05;141.421
2006-01-06;137.315
2006-01-09;143.612
2006-01-10;145.109
2006-01-11;139.825
2006-01-12;136.515
2006-01-13;143.896
2006-01-16;142.488
2006-01-17;152.464
2006-01-18;158.139
2006-01-19;154.303
2006-01-20;160.032
2006-01-23;16.307
2006-01-24;156.608
2006-01-25;14.975
2006-01-26;147.677
2006-01-27;151.492
2006-01-30;155.187
2006-01-31;158.548
2006-02-01;154.234
2006-02-02;161.795
2006-02-03;160.434
2006-02-06;163.376
2006-02-07;16.397
2006-02-08;161.962
2006-02-09;155.128
2006-02-10;157.219
2006-02-13;15.903
2006-02-14;160.942
2006-02-15;162.622
2006-02-16;148.742
2006-02-17;14.589
2006-02-20;147.889
2006-02-21;151.253
2006-02-22;14.289
2006-02-23;146.621
2006-02-24;14.252
2006-02-27;140.339
2006-02-28;150.449
2006-03-01;143.989
2006-03-02;149.328
2006-03-03;153.114
2006-03-06;151.907
2006-03-07;156.891
2006-03-08;157.863
2006-03-09;15.292
2006-03-10;141.788
2006-03-13;140.297
2006-03-14;138.621
2006-03-15;136.402
2006-03-16;134.109
2006-03-17;133.971
2006-03-20;140.272
2006-03-21;136.421
2006-03-22;135.353
2006-03-23;136.083
2006-03-24;130.311
2006-03-27;146.162
2006-03-28;147.849
2006-03-29;143.144
2006-03-30;136.051
2006-03-31;140.139
2006-04-03;138.832
2006-04-04;143.142
2006-04-05;137.946
2006-04-06;135.542
2006-04-07;143.497
2006-04-10;144.419
2006-04-11;153.593
2006-04-12;153.774
2006-04-13;150.837
2006-04-18;153.849
2006-04-19;149.101
2006-04-20;147.966
2006-04-21;144.811
2006-04-24;152.911
2006-04-25;148.972
2006-04-26;144.282
2006-04-27;147.209
2006-04-28;147.089
2006-05-02;150.612
2006-05-03;158.879
2006-05-04;148.677
2006-05-05;140.024
2006-05-08;14.53
2006-05-09;142.821
2006-05-10;14.7
2006-05-11;151.787
2006-05-12;164.524
2006-05-15;180.434
2006-05-16;172.415
2006-05-17;186.215
2006-05-18;214.678
2006-05-19;206.506
2006-05-22;246.675
2006-05-23;223.335
2006-05-24;243.648
2006-05-25;219.235
2006-05-26;203.767
2006-05-29;209.911
2006-05-30;240.765
2006-05-31;230.529
2006-06-01;215.323
2006-06-02;207.394
2006-06-05;217.745
2006-06-06;237.789
2006-06-07;226.092
2006-06-08;248.105
2006-06-09;228.714
2006-06-12;243.492
2006-06-13;266.163
2006-06-14;266.852
2006-06-15;241.402
2006-06-16;239.522
2006-06-19;227.968
2006-06-20;217.896
2006-06-21;20.936
2006-06-22;203.521
2006-06-23;200.873
2006-06-26;207.021
2006-06-27;214.847
2006-06-28;214.942
2006-06-29;205.377
2006-06-30;183.282
2006-07-03;17.68
2006-07-04;174.514
2006-07-05;198.315
2006-07-06;183.061
2006-07-07;185.834
2006-07-10;182.504
2006-07-11;194.222
2006-07-12;190.527
2006-07-13;208.361
2006-07-14;222.434
2006-07-17;228.298
2006-07-18;227.733
2006-07-19;205.026
2006-07-20;197.917
2006-07-21;202.251
2006-07-24;192.059
2006-07-25;196.107
2006-07-26;188.477
2006-07-27;180.301
2006-07-28;173.297
2006-07-31;185.171
2006-08-01;197.592
2006-08-02;184.996
2006-08-03;192.039
2006-08-04;184.072
2006-08-07;20.679
2006-08-08;206.779
2006-08-09;189.895
2006-08-10;199.403
2006-08-11;191.018
2006-08-14;185.039
2006-08-15;174.584
2006-08-16;173.557
2006-08-17;175.862
2006-08-18;171.458
2006-08-21;174.915
2006-08-22;165.631
2006-08-23;169.853
2006-08-24;162.685
2006-08-25;159.337
2006-08-28;161.099
2006-08-29;166.878
2006-08-30;162.129
2006-08-31;161.689
2006-09-01;156.894
2006-09-04;157.982
2006-09-05;164.321
2006-09-06;175.849
2006-09-07;180.193
2006-09-08;171.908
2006-09-11;179.936
2006-09-12;166.865
2006-09-13;16.646
2006-09-14;165.403
2006-09-15;158.518
2006-09-18;161.522
2006-09-19;165.144
2006-09-20;156.285
2006-09-21;152.623
2006-09-22;16.542
2006-09-25;166.682
2006-09-26;157.843
2006-09-27;157.681
2006-09-28;158.951
2006-09-29;162.455
2006-10-02;170.755
2006-10-03;171.133
2006-10-04;160.214
2006-10-05;159.714
2006-10-06;156.778
2006-10-09;163.807
2006-10-10;156.974
2006-10-11;154.926
2006-10-12;149.913
2006-10-13;147.672
2006-10-16;150.645
2006-10-17;164.103
2006-10-18;156.317
2006-10-19;154.457
2006-10-20;147.278
2006-10-23;146.179
2006-10-24;142.983
2006-10-25;143.105
2006-10-26;142.664
2006-10-27;142.753
2006-10-30;149.257
2006-10-31;145.146
2006-11-01;139.959
2006-11-02;148.847
2006-11-03;144.651
2006-11-06;139.834
2006-11-07;138.875
2006-11-08;140.015
2006-11-09;140.318
2006-11-10;137.988
2006-11-13;140.769
2006-11-14;143.518
2006-11-15;137.616
2006-11-16;134.836
2006-11-17;134.419
2006-11-20;133.018
2006-11-21;127.078
2006-11-22;128.486
2006-11-23;132.078
2006-11-24;143.144
2006-11-27;165.885
2006-11-28;159.572
2006-11-29;148.246
2006-11-30;155.561
2006-12-01;170.511
2006-12-04;170.827
2006-12-05;156.308
2006-12-06;158.557
2006-12-07;155.133
2006-12-08;150.764
2006-12-11;147.925
2006-12-12;145.589
2006-12-13;140.522
2006-12-14;133.398
2006-12-15;128.487
2006-12-18;132.655
2006-12-19;141.774
2006-12-20;129.212
2006-12-21;130.608
2006-12-22;144.039
2006-12-27;142.715
2006-12-28;141.402
2006-12-29;14.83
2007-01-02;146.795
2007-01-03;147.294
2007-01-04;15.063
2007-01-05;163.518
2007-01-08;168.783
2007-01-09;166.287
2007-01-10;172.546
2007-01-11;150.516
2007-01-12;145.839
2007-01-15;147.277
2007-01-16;157.299
2007-01-17;160.961
2007-01-18;162.548
2007-01-19;149.526
2007-01-22;16.02
2007-01-23;160.071
2007-01-24;148.436
2007-01-25;15.378
2007-01-26;158.256
2007-01-29;161.201
2007-01-30;151.698
2007-01-31;159.174
2007-02-01;151.284
2007-02-02;14.142
2007-02-05;143.621
2007-02-06;14.411
2007-02-07;139.667
2007-02-08;142.559
2007-02-09;139.194
2007-02-12;151.052
2007-02-13;147.057
2007-02-14;139.087
2007-02-15;138.324
2007-02-16;13.451
2007-02-19;134.146
2007-02-20;137.441
2007-02-21;141.864
2007-02-22;13.873
2007-02-23;137.426
2007-02-26;137.887
2007-02-27;177.266
2007-02-28;194.973
2007-03-01;200.117
2007-03-02;202.958
2007-03-05;218.043
2007-03-06;203.619
2007-03-07;194.295
2007-03-08;18.153
2007-03-09;180.655
2007-03-12;19.247
2007-03-13;204.797
2007-03-14;235.255
2007-03-15;21.685
2007-03-16;210.814
2007-03-19;198.187
2007-03-20;188.199
2007-03-21;187.894
2007-03-22;173.756
2007-03-23;17.065
2007-03-26;190.859
2007-03-27;187.301
2007-03-28;197.865
2007-03-29;183.156
2007-03-30;175.427
2007-04-02;177.075
2007-04-03;162.711
2007-04-04;157.495
2007-04-05;154.383
2007-04-10;157.042
2007-04-11;170.061
2007-04-12;170.933
2007-04-13;164.958
2007-04-16;167.432
2007-04-17;171.855
2007-04-18;18.123
2007-04-19;186.846
2007-04-20;181.661
2007-04-23;182.799
2007-04-24;185.654
2007-04-25;177.795
2007-04-26;178.182
2007-04-27;180.183
2007-04-30;183.379
2007-05-02;181.807
2007-05-03;177.993
2007-05-04;170.574
2007-05-07;171.331
2007-05-08;176.021
2007-05-09;172.449
2007-05-10;178.736
2007-05-11;174.643
2007-05-14;180.399
2007-05-15;176.714
2007-05-16;176.907
2007-05-17;174.461
2007-05-18;160.852
2007-05-21;161.341
2007-05-22;159.025
2007-05-23;156.061
2007-05-24;16.718
2007-05-25;159.927
2007-05-29;163.646
2007-05-30;164.949
2007-05-31;157.865
2007-06-01;152.943
2007-06-04;16.505
2007-06-05;165.452
2007-06-06;18.537
2007-06-07;195.603
2007-06-08;188.901
2007-06-11;182.508
2007-06-12;188.332
2007-06-13;185.551
2007-06-14;16.872
2007-06-15;159.641
2007-06-18;167.665
2007-06-19;161.299
2007-06-20;159.242
2007-06-21;169.599
2007-06-22;173.112
2007-06-25;178.097
2007-06-26;189.275
2007-06-27;189.061
2007-06-28;177.652
2007-06-29;168.985
2007-07-02;176.313
2007-07-03;168.133
2007-07-04;168.956
2007-07-05;179.114
2007-07-06;167.459
2007-07-09;170.812
2007-07-10;183.362
2007-07-11;186.717
2007-07-12;17.519
2007-07-13;173.416
2007-07-16;176.558
2007-07-17;180.287
2007-07-18;192.674
2007-07-19;17.827
2007-07-20;193.499
2007-07-23;191.697
2007-07-24;206.952
2007-07-25;22.19
2007-07-26;251.589
2007-07-27;252.216
2007-07-30;258.376
2007-07-31;238.246
2007-08-01;27.474
2007-08-02;247.526
2007-08-03;255.517
2007-08-06;262.291
2007-08-07;246.108
2007-08-08;219.195
2007-08-09;254.669
2007-08-10;307.365
2007-08-13;27.704
2007-08-14;290.197
2007-08-15;291.764
2007-08-16;347.419
2007-08-17;324.534
2007-08-20;311.272
2007-08-21;290.309
2007-08-22;264.955
2007-08-23;260.374
2007-08-24;244.903
2007-08-27;244.916
2007-08-28;273.264
2007-08-29;265.383
2007-08-30;252.691
2007-08-31;244.721
2007-09-03;241.984
2007-09-04;234.818
2007-09-05;257.805
2007-09-06;256.304
2007-09-07;278.225
2007-09-10;294.452
2007-09-11;279.485
2007-09-12;270.705
2007-09-13;259.084
2007-09-14;265.545
2007-09-17;290.329
2007-09-18;276.565
2007-09-19;235.658
2007-09-20;221.601
2007-09-21;204.261
2007-09-24;203.965
2007-09-25;208.683
2007-09-26;19.73
2007-09-27;191.961
2007-09-28;197.088
2007-10-01;199.113
2007-10-02;199.703
2007-10-03;20.249
2007-10-04;19.784
2007-10-05;178.749
2007-10-08;181.816
2007-10-09;175.228
2007-10-10;178.986
2007-10-11;182.208
2007-10-12;183.524
2007-10-15;200.448
2007-10-16;204.738
2007-10-17;200.223
2007-10-18;199.299
2007-10-19;197.216
2007-10-22;231.405
2007-10-23;222.771
2007-10-24;225.706
2007-10-25;203.871
2007-10-26;196.521
2007-10-29;195.547
2007-10-30;205.258
2007-10-31;199.915
2007-11-01;208.039
2007-11-02;225.777
2007-11-05;235.653
2007-11-06;222.305
2007-11-07;231.142
2007-11-08;242.059
2007-11-09;262.585
2007-11-12;257.979
2007-11-13;243.942
2007-11-14;239.079
2007-11-15;241.229
2007-11-16;239.477
2007-11-19;258.939
2007-11-20;242.296
2007-11-21;263.075
2007-11-22;252.801
2007-11-23;242.141
2007-11-26;253.639
2007-11-27;248.939
2007-11-28;229.455
2007-11-29;221.864
2007-11-30;204.255
2007-12-03;202.177
2007-12-04;211.889
2007-12-05;191.296
2007-12-06;189.496
2007-12-07;17.777
2007-12-10;183.706
2007-12-11;18.73
2007-12-12;173.886
2007-12-13;204.149
2007-12-14;198.926
2007-12-17;21.746
2007-12-18;210.846
2007-12-19;204.808
2007-12-20;191.525
2007-12-21;172.417
2007-12-27;18.366
2007-12-28;180.605
2008-01-02;207.962
2008-01-03;204.077
2008-01-04;218.046
2008-01-07;223.151
2008-01-08;213.083
2008-01-09;222.657
2008-01-10;221.956
2008-01-11;216.025
2008-01-14;218.863
2008-01-15;236.132
2008-01-16;243.042
2008-01-17;242.938
2008-01-18;254.405
2008-01-21;34.96
2008-01-22;337.934
2008-01-23;402.484
2008-01-24;348.708
2008-01-25;336.983
2008-01-28;334.194
2008-01-29;318.875
2008-01-30;322.981
2008-01-31;300.471
2008-02-01;274.687
2008-02-04;27.218
2008-02-05;319.584
2008-02-06;305.677
2008-02-07;318.031
2008-02-08;31.692
2008-02-11;319.443
2008-02-12;286.393
2008-02-13;279.293
2008-02-14;280.832
2008-02-15;293.659
2008-02-18;280.062
2008-02-19;278.149
2008-02-20;290.684
2008-02-21;283.885
2008-02-22;287.621
2008-02-25;278.544
2008-02-26;258.832
2008-02-27;25.249
2008-02-28;260.736
2008-02-29;286.914
2008-03-03;308.962
2008-03-04;314.554
2008-03-05;29.753
2008-03-06;306.213
2008-03-07;31.556
2008-03-10;320.537
2008-03-11;297.674
2008-03-12;287.552
2008-03-13;296.542
2008-03-14;315.852
2008-03-17;370.497
2008-03-18;331.468
2008-03-19;313.786
2008-03-20;303.668
2008-03-25;287.098
2008-03-26;28.655
2008-03-27;27.129
2008-03-28;262.793
2008-03-31;273.083
2008-04-01;246.244
2008-04-02;245.911
2008-04-03;251.853
2008-04-04;238.251
2008-04-07;233.615
2008-04-08;240.381
2008-04-09;24.136
2008-04-10;237.622
2008-04-11;247.553
2008-04-14;25.933
2008-04-15;250.443
2008-04-16;229.991
2008-04-17;233.232
2008-04-18;216.331
2008-04-21;223.629
2008-04-22;229.447
2008-04-23;222.164
2008-04-24;213.973
2008-04-25;209.661
2008-04-28;210.962
2008-04-29;215.211
2008-04-30;208.781
2008-05-02;197.693
2008-05-05;199.163
2008-05-06;200.878
2008-05-07;195.765
2008-05-08;19.947
2008-05-09;206.725
2008-05-12;211.972
2008-05-13;218.017
2008-05-14;196.439
2008-05-15;188.714
2008-05-16;185.667
2008-05-19;18.245
2008-05-20;200.612
2008-05-21;199.703
2008-05-22;195.563
2008-05-23;214.552
2008-05-26;21.807
2008-05-27;216.836
2008-05-28;207.966
2008-05-29;199.027
2008-05-30;196.841
2008-06-02;21.599
2008-06-03;213.422
2008-06-04;217.176
2008-06-05;213.381
2008-06-06;234.071
2008-06-09;248.098
2008-06-10;244.123
2008-06-11;250.875
2008-06-12;233.041
2008-06-13;224.832
2008-06-16;229.637
2008-06-17;222.066
2008-06-18;23.333
2008-06-19;230.545
2008-06-20;240.341
2008-06-23;230.103
2008-06-24;233.701
2008-06-25;219.045
2008-06-26;245.022
2008-06-27;249.617
2008-06-30;246.668
2008-07-01;262.514
2008-07-02;263.804
2008-07-03;257.967
2008-07-04;267.919
2008-07-07;258.164
2008-07-08;268.474
2008-07-09;254.267
2008-07-10;27.378
2008-07-11;292.661
2008-07-14;289.311
2008-07-15;300.551
2008-07-16;288.021
2008-07-17;267.422
2008-07-18;248.921
2008-07-21;248.824
2008-07-22;244.802
2008-07-23;237.313
2008-07-24;239.227
2008-07-25;238.577
2008-07-28;24.819
2008-07-29;24.533
2008-07-30;232.157
2008-07-31;233.294
2008-08-01;241.877
2008-08-04;250.392
2008-08-05;231.793
2008-08-06;22.184
2008-08-07;226.124
2008-08-08;221.286
2008-08-11;223.518
2008-08-12;225.546
2008-08-13;243.456
2008-08-14;23.177
2008-08-15;221.116
2008-08-18;218.863
2008-08-19;240.236
2008-08-20;229.651
2008-08-21;232.701
2008-08-22;216.044
2008-08-25;229.001
2008-08-26;220.995
2008-08-27;21.892
2008-08-28;21.109
2008-08-29;210.605
2008-09-01;216.154
2008-09-02;212.336
2008-09-03;22.176
2008-09-04;249.709
2008-09-05;268.459
2008-09-08;261.796
2008-09-09;267.135
2008-09-10;275.169
2008-09-11;280.361
2008-09-12;270.376
2008-09-15;325.904
2008-09-16;361.855
2008-09-17;375.264
2008-09-18;375.541
2008-09-19;35.189
2008-09-22;327.151
2008-09-23;325.721
2008-09-24;32.62
2008-09-25;326.568
2008-09-26;383.677
2008-09-29;394.009
2008-09-30;403.874
2008-10-01;419.211
2008-10-02;429.811
2008-10-03;41.163
2008-10-06;510.569
2008-10-07;507.059
2008-10-08;606.701
2008-10-09;583.927
2008-10-10;810.342
2008-10-13;670.469
2008-10-14;603.095
2008-10-15;65.453
2008-10-16;875.127
2008-10-17;771.459
2008-10-20;632.838
2008-10-21;561.841
2008-10-22;618.945
2008-10-23;64.709
2008-10-24;747.359
2008-10-27;765.431
2008-10-28;746.871
2008-10-29;710.051
2008-10-30;661.426
2008-10-31;606.773
2008-11-03;546.093
2008-11-04;479.394
2008-11-05;491.021
2008-11-06;607.084
2008-11-07;565.929
2008-11-10;556.689
2008-11-11;634.876
2008-11-12;66.423
2008-11-13;644.387
2008-11-14;624.765
2008-11-17;668.718
2008-11-18;639.043
2008-11-19;685.178
2008-11-20;728.475
2008-11-21;74.135
2008-11-24;636.637
2008-11-25;612.037
2008-11-26;564.852
2008-11-27;514.683
2008-11-28;514.443
2008-12-01;575.519
2008-12-02;55.725
2008-12-03;541.926
2008-12-04;545.307
2008-12-05;587.765
2008-12-08;544.561
2008-12-09;526.486
2008-12-10;504.021
2008-12-11;489.477
2008-12-12;528.018
2008-12-15;532.142
2008-12-16;508.983
2008-12-17;496.669
2008-12-18;469.906
2008-12-19;413.543
2008-12-22;402.847
2008-12-23;402.933
2008-12-29;431.535
2008-12-30;43.867
2009-01-02;420.759
2009-01-05;412.661
2009-01-06;402.438
2009-01-07;408.587
2009-01-08;417.652
2009-01-09;412.944
2009-01-12;443.165
2009-01-13;46.211
2009-01-14;529.712
2009-01-15;563.255
2009-01-16;488.924
2009-01-19;504.385
2009-01-20;535.249
2009-01-21;528.565
2009-01-22;502.596
2009-01-23;502.258
2009-01-26;470.806
2009-01-27;445.956
2009-01-28;429.118
2009-01-29;440.922
2009-01-30;447.879
2009-02-02;477.669
2009-02-03;451.034
2009-02-04;416.801
2009-02-05;425.783
2009-02-06;418.338
2009-02-09;422.965
2009-02-10;448.143
2009-02-11;434.229
2009-02-12;443.833
2009-02-13;418.443
2009-02-16;443.442
2009-02-17;484.869
2009-02-18;479.571
2009-02-19;45.144
2009-02-20;485.138
2009-02-23;502.729
2009-02-24;495.507
2009-02-25;472.166
2009-02-26;423.922
2009-02-27;428.901
2009-03-02;495.401
2009-03-03;486.386
2009-03-04;446.056
2009-03-05;47.161
2009-03-06;495.518
2009-03-09;472.138
2009-03-10;453.903
2009-03-11;450.484
2009-03-12;45.351
2009-03-13;438.933
2009-03-16;435.812
2009-03-17;434.147
2009-03-18;429.651
2009-03-19;426.267
2009-03-20;434.136
2009-03-23;41.943
2009-03-24;408.814
2009-03-25;402.273
2009-03-26;390.276
2009-03-27;403.235
2009-03-30;44.91
2009-03-31;424.096
2009-04-01;41.734
2009-04-02;420.951
2009-04-03;405.362
2009-04-06;410.818
2009-04-07;401.621
2009-04-08;389.694
2009-04-09;376.085
2009-04-14;402.195
2009-04-15;397.173
2009-04-16;372.958
2009-04-17;367.027
2009-04-20;410.013
2009-04-21;408.736
2009-04-22;395.964
2009-04-23;391.905
2009-04-24;37.381
2009-04-27;378.879
2009-04-28;397.768
2009-04-29;374.512
2009-04-30;368.821
2009-05-04;367.636
2009-05-05;373.667
2009-05-06;362.625
2009-05-07;380.156
2009-05-08;360.588
2009-05-11;368.538
2009-05-12;349.507
2009-05-13;364.547
2009-05-14;36.111
2009-05-15;331.914
2009-05-18;323.116
2009-05-19;319.277
2009-05-20;313.056
2009-05-21;344.813
2009-05-22;325.318
2009-05-25;336.486
2009-05-26;326.654
2009-05-27;320.679
2009-05-28;338.191
2009-05-29;330.374
2009-06-01;31.804
2009-06-02;31.413
2009-06-03;32.502
2009-06-04;315.158
2009-06-05;297.774
2009-06-08;312.235
2009-06-09;303.638
2009-06-10;292.578
2009-06-11;275.128
2009-06-12;281.235
2009-06-15;319.685
2009-06-16;318.921
2009-06-17;346.359
2009-06-18;324.386
2009-06-19;309.232
2009-06-22;360.495
2009-06-23;335.941
2009-06-24;30.845
2009-06-25;310.569
2009-06-26;308.491
2009-06-29;293.802
2009-06-30;302.413
2009-07-01;28.844
2009-07-02;317.683
2009-07-03;313.897
2009-07-06;335.458
2009-07-07;343.639
2009-07-08;348.517
2009-07-09;32.573
2009-07-10;323.493
2009-07-13;30.922
2009-07-14;296.485
2009-07-15;277.768
2009-07-16;268.815
2009-07-17;260.077
2009-07-20;272.222
2009-07-21;275.213
2009-07-22;276.468
2009-07-23;268.172
2009-07-24;267.054
2009-07-27;275.235
2009-07-28;281.188
2009-07-29;277.072
2009-07-30;270.683
2009-07-31;281.252
2009-08-03;295.341
2009-08-04;285.486
2009-08-05;275.867
2009-08-06;269.297
2009-08-07;260.442
2009-08-10;268.358
2009-08-11;27.852
2009-08-12;270.173
2009-08-13;263.011
2009-08-14;27.52
2009-08-17;321.671
2009-08-18;304.847
2009-08-19;304.972
2009-08-20;28.472
2009-08-21;26.952
2009-08-24;282.983
2009-08-25;278.497
2009-08-26;28.367
2009-08-27;280.978
2009-08-28;275.908
2009-08-31;295.215
2009-09-01;31.539
2009-09-02;31.124
2009-09-03;303.085
2009-09-04;281.169
2009-09-07;27.843
2009-09-08;274.227
2009-09-09;263.146
2009-09-10;25.934
2009-09-11;257.152
2009-09-14;26.868
2009-09-15;264.976
2009-09-16;259.829
2009-09-17;259.097
2009-09-18;256.896
2009-09-21;260.353
2009-09-22;255.304
2009-09-23;255.973
2009-09-24;271.057
2009-09-25;271.017
2009-09-28;264.844
2009-09-29;262.436
2009-09-30;268.181
2009-10-01;29.224
2009-10-02;301.776
2009-10-05;293.201
2009-10-06;275.164
2009-10-07;272.934
2009-10-08;260.493
2009-10-09;262.717
2009-10-12;258.123
2009-10-13;270.429
2009-10-14;25.38
2009-10-15;247.769
2009-10-16;25.199
2009-10-19;252.672
2009-10-20;245.576
2009-10-21;23.842
2009-10-22;243.875
2009-10-23;244.296
2009-10-26;272.798
2009-10-27;274.338
2009-10-28;288.978
2009-10-29;274.348
2009-10-30;313.257
2009-11-02;309.759
2009-11-03;317.691
2009-11-04;295.213
2009-11-05;28.267
2009-11-06;274.821
2009-11-09;263.446
2009-11-10;263.612
2009-11-11;265.252
2009-11-12;265.419
2009-11-13;257.949
2009-11-16;260.885
2009-11-17;266.583
2009-11-18;253.958
2009-11-19;265.245
2009-11-20;265.338
2009-11-23;24.971
2009-11-24;249.072
2009-11-25;236.802
2009-11-26;303.482
2009-11-27;283.598
2009-11-30;302.813
2009-12-01;269.483
2009-12-02;263.854
2009-12-03;261.293
2009-12-04;248.832
2009-12-07;248.858
2009-12-08;266.741
2009-12-09;283.235
2009-12-10;26.963
2009-12-11;252.094
2009-12-14;244.541
2009-12-15;239.015
2009-12-16;232.551
2009-12-17;24.101
2009-12-18;251.044
2009-12-21;233.807
2009-12-22;232.634
2009-12-23;228.498
